,dataset,image_name,c1,c2,c3,c4,c5,c_total,scaled_MOS_quality,SD,MOS_zscore,set
9104,koniq,8840187174.jpg,72,33,2,0,0,107,1.34579439252336,0.515839739233062,9.11016949152542,training
9105,koniq,8841313273.jpg,0,4,21,74,3,102,3.74509803921569,0.574822822634818,79.5306603773585,training
9106,koniq,8841877925.jpg,0,3,27,67,6,103,3.7378640776699,0.609743839633862,74.7521551724138,validation
9107,koniq,8844582694.jpg,1,26,64,15,0,106,2.87735849056604,0.64295197463662,49.035046728972,test
9108,koniq,8844729886.jpg,0,2,39,60,1,102,3.58823529411765,0.551378850843804,69.5972222222222,training
9109,koniq,8848421856.jpg,0,15,63,30,0,108,3.13888888888889,0.633316936990578,56.1155462184874,training
9110,koniq,8850126806.jpg,1,30,71,6,0,108,2.75925925925926,0.561546102839651,48.4189189189189,training
9111,koniq,8850392186.jpg,3,30,71,4,0,108,2.7037037037037,0.5842042156589,46.8761682242991,training
9112,koniq,885060581.jpg,1,10,62,27,1,101,3.16831683168317,0.649142618084702,56.9977876106195,training
9113,koniq,8851705236.jpg,9,72,20,1,0,102,2.12745098039216,0.557070993350661,29.2,training
9114,koniq,8853329035.jpg,0,3,66,41,1,111,3.36036036036036,0.552560861194046,66.2826086956522,validation
9115,koniq,8856278655.jpg,0,7,67,28,0,102,3.20588235294118,0.551114717247404,59.5602678571429,training
9116,koniq,8858418581.jpg,0,0,9,79,11,99,4.02020202020202,0.451297403633667,79.6305309734513,training
9117,koniq,8859569385.jpg,0,0,26,78,2,106,3.77358490566038,0.463588875085807,79.0066964285714,training
9118,koniq,8860399629.jpg,3,50,62,3,0,118,2.55084745762712,0.593374496225831,42.6730769230769,training
9119,koniq,8862366940.jpg,0,11,60,35,0,106,3.22641509433962,0.621565134585182,61.5491071428571,test
9120,koniq,8863356627.jpg,0,2,66,28,0,96,3.27083333333333,0.491596040125088,62.0817307692308,training
9121,koniq,8864018641.jpg,0,6,54,50,0,110,3.4,0.593543240195398,66.2887931034483,test
9122,koniq,8866395362.jpg,0,5,48,49,2,104,3.46153846153846,0.62197738108714,69.6691176470588,training
9123,koniq,8867729088.jpg,0,2,56,47,1,106,3.44339622641509,0.553434104637671,67.0,training
9124,koniq,8871477031.jpg,43,65,3,0,0,111,1.63963963963964,0.535856032103481,15.8220338983051,validation
9125,koniq,8872523602.jpg,0,2,57,45,0,104,3.41346153846154,0.53263545017037,68.4513888888889,training
9126,koniq,8877114673.jpg,3,72,34,2,0,111,2.31531531531532,0.555664744934667,36.4679487179487,training
9127,koniq,8877350801.jpg,3,38,51,8,1,101,2.66336633663366,0.711016564121713,44.3692660550459,validation
9128,koniq,8878353214.jpg,0,5,73,47,0,125,3.336,0.552764314239599,66.142,training
9129,koniq,8880556755.jpg,2,48,54,5,0,109,2.56880733944954,0.614138548686427,41.49375,training
9130,koniq,8880877335.jpg,0,0,38,60,5,103,3.67961165048544,0.563838250916226,72.025,training
9131,koniq,8882534571.jpg,4,35,64,10,0,113,2.70796460176991,0.677197691240521,44.2775423728814,test
9132,koniq,8883794004.jpg,0,5,78,24,0,107,3.17757009345794,0.491687201381957,59.9399038461538,training
9133,koniq,8883829297.jpg,0,11,58,35,1,105,3.24761904761905,0.647197395594628,60.4717391304348,training
9134,koniq,8884240572.jpg,0,2,43,56,2,103,3.56310679611651,0.5717174489413,71.7683486238532,training
9135,koniq,8885623781.jpg,0,3,31,65,1,100,3.64,0.559942276967326,74.125,training
9136,koniq,8886401995.jpg,0,2,34,60,1,97,3.61855670103093,0.548545405464005,72.9150943396226,training
9137,koniq,8890374321.jpg,0,3,32,70,1,106,3.65094339622642,0.552784343210652,74.6092233009709,training
9138,koniq,8891540889.jpg,0,2,45,57,1,105,3.54285714285714,0.555195243352965,69.3469827586207,training
9139,koniq,8891817478.jpg,0,57,47,3,0,107,2.49532710280374,0.555823912928399,40.1701680672269,training
9140,koniq,8891882667.jpg,0,0,30,69,3,102,3.73529411764706,0.505934496371339,76.7572115384615,training
9141,koniq,8892359151.jpg,1,14,72,19,0,106,3.02830188679245,0.592935348114805,55.1824324324324,validation
9142,koniq,8893986467.jpg,1,3,36,57,3,100,3.58,0.654124443725189,68.1891891891892,training
9143,koniq,8894308933.jpg,0,1,14,79,12,106,3.9622641509434,0.533176077445105,79.1578947368421,training
9144,koniq,8895109111.jpg,2,32,57,13,0,104,2.77884615384615,0.682040496039268,48.4953271028037,training
9145,koniq,8896534535.jpg,0,4,62,38,1,105,3.34285714285714,0.568881686843911,63.6440677966102,training
9146,koniq,8897373737.jpg,0,3,30,67,4,104,3.69230769230769,0.592459462820778,72.0338983050847,validation
9147,koniq,8899231880.jpg,3,45,56,0,0,104,2.50961538461538,0.557302663192804,41.0389908256881,test
9148,koniq,8901015763.jpg,0,36,68,3,0,107,2.69158878504673,0.521449629494023,46.0803571428571,test
9149,koniq,8902141836.jpg,2,45,57,3,0,107,2.57009345794393,0.584584185920639,43.2162162162162,training
9150,koniq,8902189112.jpg,0,3,33,63,1,100,3.62,0.564613034553648,71.6169724770642,training
9151,koniq,890231750.jpg,0,29,67,12,0,108,2.84259259259259,0.598472151883554,49.9551886792453,test
9152,koniq,8902840150.jpg,1,8,58,33,0,100,3.23,0.633333333333333,58.6756756756757,training
9153,koniq,8904864157.jpg,0,2,65,66,0,133,3.4812030075188,0.530886961651435,68.5656934306569,test
9154,koniq,8904883731.jpg,1,1,40,64,2,108,3.60185185185185,0.594991790013488,70.1890756302521,training
9155,koniq,8905578199.jpg,0,0,27,70,6,103,3.79611650485437,0.53061605522096,77.1482300884956,validation
9156,koniq,8906347187.jpg,0,1,47,69,1,118,3.59322033898305,0.526840090492657,71.9358974358974,training
9157,koniq,8906425755.jpg,0,48,50,5,0,103,2.58252427184466,0.586185272268683,42.25,training
9158,koniq,8909034593.jpg,0,0,23,73,10,106,3.87735849056604,0.546901752971605,78.8156779661017,training
9159,koniq,8909361776.jpg,0,2,48,56,0,106,3.50943396226415,0.538875071993994,68.4864864864865,test
9160,koniq,8910371075.jpg,0,0,30,67,1,98,3.70408163265306,0.480746491556307,74.795871559633,test
9161,koniq,8911365579.jpg,1,30,61,9,0,101,2.77227722772277,0.61451099451209,48.85,training
9162,koniq,8911411937.jpg,0,1,31,68,6,106,3.74528301886792,0.57006801189427,75.4879807692308,validation
9163,koniq,8911730034.jpg,0,14,80,36,0,130,3.16923076923077,0.598945605047408,60.8287401574803,test
9164,koniq,8914830252.jpg,0,4,45,58,1,108,3.51851851851852,0.587748459794076,67.9407894736842,training
9165,koniq,8916793773.jpg,0,1,26,72,6,105,3.79047619047619,0.549391938265845,73.6148648648649,training
9166,koniq,8916833328.jpg,0,11,74,20,0,105,3.08571428571429,0.53912831557927,56.5452586206897,validation
9167,koniq,8918860577.jpg,0,56,50,3,0,109,2.51376146788991,0.554688416024618,40.1875,training
9168,koniq,8918997719.jpg,0,11,59,33,0,103,3.21359223300971,0.620728310952154,60.6081081081081,training
9169,koniq,8919875155.jpg,0,21,72,13,0,106,2.92452830188679,0.563967462883609,49.9054054054054,training
9170,koniq,8921955477.jpg,0,1,45,63,0,109,3.56880733944954,0.515805240252132,70.4663865546218,training
9171,koniq,8923165653.jpg,0,11,68,24,0,103,3.12621359223301,0.571883912025026,57.1438053097345,training
9172,koniq,8924220861.jpg,0,0,35,66,4,105,3.7047619047619,0.535720390685605,74.6810344827586,validation
9173,koniq,8925642155.jpg,0,2,52,53,0,107,3.47663551401869,0.538092269434313,68.1674528301887,training
9174,koniq,8925668401.jpg,0,0,27,74,8,109,3.8256880733945,0.54167156745215,73.6,training
9175,koniq,8925875609.jpg,0,0,24,73,5,102,3.81372549019608,0.502082636030388,76.8066037735849,validation
9176,koniq,8928315797.jpg,0,3,42,54,3,102,3.55882352941176,0.606459117846457,69.6971153846154,training
9177,koniq,8929337311.jpg,0,8,61,31,1,101,3.24752475247525,0.606727955414276,59.6582568807339,validation
9178,koniq,8929900709.jpg,0,4,60,37,2,103,3.35922330097087,0.591680374301949,62.3175675675676,test
9179,koniq,8930021210.jpg,1,13,59,30,0,103,3.14563106796116,0.662848384022915,55.5089285714286,training
9180,koniq,8930347179.jpg,0,0,30,73,4,107,3.75700934579439,0.511031540866989,75.0290178571429,training
9181,koniq,8930562482.jpg,0,3,62,40,1,106,3.36792452830189,0.557639099847156,65.535046728972,training
9182,koniq,8930722689.jpg,0,12,66,26,1,105,3.15238095238095,0.616768133420437,58.1659292035398,training
9183,koniq,8930797229.jpg,0,0,13,85,3,101,3.9009900990099,0.387426134767636,81.1,test
9184,koniq,8933281660.jpg,0,16,89,30,0,135,3.1037037037037,0.576583789901542,58.8670212765957,training
9185,koniq,8933319583.jpg,4,89,51,0,0,144,2.32638888888889,0.526631479158543,36.2916666666667,training
9186,koniq,8933855427.jpg,0,16,63,25,1,105,3.1047619047619,0.649316349410456,59.8935643564356,test
9187,koniq,8935735197.jpg,0,8,52,42,5,107,3.41121495327103,0.699774505837111,64.1575630252101,training
9188,koniq,8935938604.jpg,0,6,52,50,0,108,3.40740740740741,0.596516946936129,65.6134453781513,training
9189,koniq,8936501287.jpg,14,73,17,3,0,107,2.08411214953271,0.631283438525562,28.5924369747899,training
9190,koniq,8937929358.jpg,0,56,37,2,0,95,2.43157894736842,0.538963378121674,38.0071428571429,training
9191,koniq,8938035476.jpg,0,2,42,53,4,101,3.58415841584158,0.604439024760534,71.2385321100917,test
9192,koniq,8938472188.jpg,21,100,25,0,0,146,2.02739726027397,0.562570522530312,27.0441176470588,training
9193,koniq,89393627.jpg,17,66,20,0,0,103,2.02912621359223,0.601571645523846,27.4138655462185,test
9194,koniq,8939389375.jpg,0,0,8,83,19,110,4.1,0.487457361108726,80.3375,training
9195,koniq,8939732555.jpg,37,71,5,0,0,113,1.71681415929204,0.542300433152809,17.7152173913043,validation
9196,koniq,8940969671.jpg,0,0,23,74,10,107,3.8785046728972,0.544445024232861,77.3125,training
9197,koniq,8941443262.jpg,0,1,57,40,2,100,3.43,0.555141259664437,65.7133027522936,training
9198,koniq,8942422332.jpg,0,1,33,62,4,100,3.69,0.563090318750649,72.6009174311927,validation
9199,koniq,8943413727.jpg,0,5,66,53,2,126,3.41269841269841,0.596923328675853,67.6707317073171,training
9200,koniq,8944011983.jpg,16,68,19,2,0,105,2.06666666666667,0.639511031159244,29.4344660194175,validation
9201,koniq,8946027655.jpg,0,5,65,70,1,141,3.47517730496454,0.580413156832367,70.4234693877551,training
9202,koniq,8948115296.jpg,0,18,74,13,0,105,2.95238095238095,0.543863535997354,53.1314655172414,training
9203,koniq,8950318830.jpg,0,0,20,66,15,101,3.95049504950495,0.589512300529215,80.3783783783784,training
9204,koniq,8960852902.jpg,0,4,57,40,0,101,3.35643564356436,0.558285919862602,63.25,training
9205,koniq,8962032549.jpg,0,3,52,51,0,106,3.45283018867925,0.554326283006989,68.6019417475728,training
9206,koniq,8965909066.jpg,0,5,53,59,3,120,3.5,0.621735170188031,68.7331932773109,test
9207,koniq,8968242975.jpg,16,71,23,1,0,111,2.08108108108108,0.619899333985111,27.6152173913043,training
9208,koniq,8970460328.jpg,1,10,59,39,0,109,3.24770642201835,0.654839014748017,57.7875,training
9209,koniq,8970878075.jpg,0,4,62,35,1,102,3.32352941176471,0.565716311123285,63.025,training
9210,koniq,8971376273.jpg,0,0,30,73,4,107,3.75700934579439,0.511031540866989,79.0405405405405,validation
9211,koniq,8972898508.jpg,23,60,23,3,0,109,2.05504587155963,0.730738621575117,28.01875,validation
9212,koniq,8973350530.jpg,0,4,42,49,5,100,3.55,0.657128740672771,72.4,validation
9213,koniq,8974114251.jpg,0,5,73,29,0,107,3.22429906542056,0.519586396014798,60.2752100840336,training
9214,koniq,8975077146.jpg,0,1,34,76,0,111,3.67567567567568,0.489195297720695,71.1602564102564,training
9215,koniq,8975567714.jpg,0,1,25,71,7,104,3.80769230769231,0.558724676052145,74.6607142857143,training
9216,koniq,8975620960.jpg,2,17,73,12,0,104,2.91346153846154,0.593010697902438,50.8683035714286,test
9217,koniq,8975860650.jpg,0,0,9,81,20,110,4.1,0.505928159675159,84.4956896551724,training
9218,koniq,8977825134.jpg,0,38,62,9,0,109,2.73394495412844,0.603112326539076,46.375,training
9219,koniq,8978679476.jpg,0,12,56,34,4,106,3.28301886792453,0.713872297251734,60.8474576271186,training
9220,koniq,898061275.jpg,0,2,43,86,4,135,3.68148148148148,0.555190593223407,75.4347014925373,validation
9221,koniq,8984346211.jpg,0,1,37,60,0,98,3.60204081632653,0.512519467437501,69.0442477876106,test
9222,koniq,8984699375.jpg,0,12,77,16,0,105,3.03809523809524,0.517460692000434,55.140625,test
9223,koniq,8985407469.jpg,0,10,48,50,0,108,3.37037037037037,0.649839557374613,64.472972972973,training
9224,koniq,8985551582.jpg,5,53,43,10,0,111,2.52252252252252,0.724215523506728,42.9673913043478,training
9225,koniq,8986202022.jpg,0,2,45,60,1,108,3.55555555555556,0.552535926574701,68.0131578947368,training
9226,koniq,8986260148.jpg,0,2,36,68,1,107,3.63551401869159,0.538910910208028,74.8644859813084,training
9227,koniq,8986464809.jpg,0,0,11,75,15,101,4.03960396039604,0.508346182816551,81.4375,training
9228,koniq,8986471316.jpg,1,38,66,3,0,108,2.65740740740741,0.549630921823901,45.1195652173913,training
9229,koniq,8987485650.jpg,3,34,57,9,0,103,2.69902912621359,0.669136866569292,45.859375,training
9230,koniq,8988143845.jpg,0,3,62,37,1,103,3.3495145631068,0.554990511561316,63.9336283185841,training
9231,koniq,8988227086.jpg,0,10,71,21,0,102,3.1078431372549,0.543309673108284,55.4934210526316,training
9232,koniq,8988404310.jpg,4,31,65,7,0,107,2.70093457943925,0.647417996133495,44.7172897196262,training
9233,koniq,8988892733.jpg,0,0,25,80,1,106,3.77358490566038,0.442568668181227,77.5955882352941,training
9234,koniq,899304128.jpg,0,4,69,35,0,108,3.28703703703704,0.53040146892859,63.9929906542056,training
9235,koniq,8994347098.jpg,0,3,37,57,15,112,3.75,0.716598572084479,73.2923728813559,training
9236,koniq,8995226934.jpg,0,0,15,80,6,101,3.91089108910891,0.449422071131138,77.4021739130435,training
9237,koniq,8997198808.jpg,0,0,29,74,2,105,3.74285714285714,0.480956007675007,73.7434782608696,training
9238,koniq,8998348605.jpg,0,4,45,51,0,100,3.47,0.576562435842158,67.9082568807339,training
9239,koniq,8999325582.jpg,0,0,35,66,4,105,3.7047619047619,0.535720390685605,73.1327433628319,training
9240,koniq,9000701354.jpg,0,2,30,70,5,107,3.72897196261682,0.575770090678299,75.7126168224299,training
9241,koniq,9002014430.jpg,0,4,49,53,2,108,3.49074074074074,0.603655072185389,68.8415178571429,training
9242,koniq,9002438378.jpg,0,3,55,67,1,126,3.52380952380952,0.561630280013971,71.884,training
9243,koniq,9003236001.jpg,0,13,40,57,1,111,3.41441441441441,0.706701280193194,64.3205128205128,training
9244,koniq,9004727133.jpg,0,0,23,77,5,105,3.82857142857143,0.489449118459151,75.9129464285714,training
9245,koniq,9005613417.jpg,0,7,59,37,5,108,3.37037037037037,0.677993088385809,63.7995689655172,training
9246,koniq,9005619499.jpg,0,4,38,58,7,107,3.63551401869159,0.664355601592746,70.1890756302521,training
9247,koniq,9007177518.jpg,0,3,71,55,2,131,3.42748091603053,0.568811640462208,67.966796875,training
9248,koniq,9016164225.jpg,0,0,47,56,3,106,3.58490566037736,0.549769207478433,69.5826086956522,training
9249,koniq,9016868192.jpg,0,2,53,54,1,110,3.49090909090909,0.554306816398272,68.1785714285714,validation
9250,koniq,9017247850.jpg,0,6,74,19,0,99,3.13131313131313,0.487527385865313,56.8224299065421,training
9251,koniq,9018209858.jpg,1,47,58,5,0,111,2.6036036036036,0.592057725675758,43.4487179487179,validation
9252,koniq,9019428727.jpg,0,1,50,50,0,101,3.48514851485149,0.521801904675301,66.925,test
9253,koniq,9021392547.jpg,1,42,51,8,0,102,2.64705882352941,0.639415866217659,44.4934210526316,training
9254,koniq,9021755853.jpg,0,0,82,51,0,133,3.38345864661654,0.488066756972641,66.0,training
9255,koniq,9027689601.jpg,0,35,64,10,0,109,2.77064220183486,0.602971461810648,48.7521186440678,training
9256,koniq,9028566654.jpg,0,1,41,56,2,100,3.59,0.552222323842033,71.0114678899083,training
9257,koniq,9029384629.jpg,14,111,31,0,0,156,2.10897435897436,0.527608334067048,30.2641509433962,test
9258,koniq,9029712750.jpg,0,1,37,62,4,104,3.66346153846154,0.567922067043096,71.2326086956522,training
9259,koniq,9032729328.jpg,0,20,74,18,0,112,2.98214285714286,0.584825266229659,54.2055084745763,training
9260,koniq,9034047597.jpg,0,3,56,43,2,104,3.42307692307692,0.586122815790719,65.7909482758621,test
9261,koniq,9034707954.jpg,0,19,64,26,0,109,3.06422018348624,0.642264935495184,57.2302631578947,test
9262,koniq,9034716133.jpg,0,1,25,80,1,107,3.75700934579439,0.472670484274494,77.2546728971963,test
9263,koniq,9034987420.jpg,36,67,2,0,0,105,1.67619047619048,0.509434794182543,17.6633663366337,training
9264,koniq,9036022986.jpg,0,3,54,46,1,104,3.43269230769231,0.57054603512134,68.4558823529412,training
9265,koniq,9036180286.jpg,0,1,42,63,2,108,3.61111111111111,0.544013010656216,72.3035714285714,test
9266,koniq,9036594264.jpg,0,15,67,24,1,107,3.10280373831776,0.628483941633797,58.1953781512605,training
9267,koniq,9037387298.jpg,0,2,42,64,1,109,3.58715596330275,0.547908636177939,71.7039473684211,training
9268,koniq,9037452749.jpg,4,62,37,0,0,103,2.32038834951456,0.546173717839859,34.0723684210526,validation
9269,koniq,9038457719.jpg,0,8,72,23,1,104,3.16346153846154,0.559309159920009,58.9071428571429,training
9270,koniq,9038497618.jpg,0,4,55,40,1,100,3.38,0.582228390745332,64.4556074766355,training
9271,koniq,9041103039.jpg,0,25,54,27,0,106,3.0188679245283,0.703476158941766,55.45,training
9272,koniq,9042624878.jpg,0,0,13,89,4,106,3.91509433962264,0.393226568116165,78.3081896551724,training
9273,koniq,9046007138.jpg,0,2,43,85,4,134,3.67910447761194,0.556583918358489,75.6842105263158,training
9274,koniq,9047016405.jpg,0,5,68,31,1,105,3.26666666666667,0.559303596287842,62.1814159292035,training
9275,koniq,904761358.jpg,2,25,67,7,0,101,2.78217821782178,0.593362627674504,46.7155963302752,training
9276,koniq,9048453025.jpg,0,0,12,83,14,109,4.01834862385321,0.490306997105003,79.03125,training
9277,koniq,9049275396.jpg,0,3,41,56,2,102,3.55882352941176,0.589907349861894,68.8,training
9278,koniq,9050414795.jpg,0,1,36,64,4,105,3.67619047619048,0.563219421909541,72.5239130434783,training
9279,koniq,9050865219.jpg,0,3,31,73,0,107,3.65420560747664,0.53381510010521,75.0972222222222,test
9280,koniq,9052518863.jpg,0,20,72,16,0,108,2.96296296296296,0.578847161173496,52.975,test
9281,koniq,9053743376.jpg,0,2,48,52,0,102,3.49019607843137,0.540353716921064,68.1785714285714,validation
9282,koniq,9054377711.jpg,0,0,41,63,0,104,3.60576923076923,0.491051363274922,72.2146226415094,validation
9283,koniq,9055579014.jpg,0,4,36,61,2,103,3.59223300970874,0.601255112144644,68.7678571428571,training
9284,koniq,9055879747.jpg,0,14,71,12,0,97,2.97938144329897,0.520003634668767,54.2844036697248,test
9285,koniq,9058001335.jpg,0,10,75,23,1,109,3.13761467889908,0.568752532078318,58.0870535714286,training
9286,koniq,9058722713.jpg,0,9,76,21,1,107,3.13084112149533,0.550884574245936,55.3940677966102,test
9287,koniq,9058863840.jpg,1,42,57,9,0,109,2.67889908256881,0.636552257680711,44.1218487394958,training
9288,koniq,9059681059.jpg,0,3,42,51,0,96,3.5,0.561951486949016,69.7233009708738,training
9289,koniq,9060697338.jpg,0,10,74,22,0,106,3.11320754716981,0.540207274452195,57.1891891891892,training
9290,koniq,9060994605.jpg,0,2,51,57,4,114,3.55263157894737,0.596332526811818,69.1491596638655,training
9291,koniq,9061831747.jpg,3,52,42,3,0,100,2.45,0.609271795844942,38.5490654205607,validation
