,dataset,Image name,MOS,Brightness,Colorfulness,Contrast,Noisiness,Sharpness,scaled_MOS_quality,set
10725,spaq,10726.jpg,47.86,42.86,52.71,46.14,64.86,48.29,2.9514893617021274,training
7342,spaq,07343.jpg,34.33,26.67,60.0,43.33,53.67,27.67,2.3757446808510636,training
826,spaq,00827.jpg,29.25,31.25,58.63,31.75,53.25,18.71,2.1595744680851063,training
2491,spaq,02492.jpg,70.9,68.7,66.0,68.4,72.7,73.2,3.931914893617021,validation
6198,spaq,06199.jpg,42.75,51.63,55.75,54.63,35.0,28.0,2.734042553191489,training
1247,spaq,01248.jpg,42.0,56.71,51.14,65.67,43.71,45.57,2.702127659574468,training
2927,spaq,02928.jpg,46.0,32.47,52.93,50.94,45.35,45.25,2.872340425531915,training
10865,spaq,10866.jpg,26.67,51.33,47.67,39.5,29.83,21.0,2.049787234042553,training
8590,spaq,08591.jpg,81.75,83.25,87.25,80.5,86.5,83.0,4.3936170212765955,training
10578,spaq,10579.jpg,52.57,50.86,59.0,52.43,65.57,59.83,3.151914893617021,validation
3709,spaq,03710.jpg,46.63,52.25,59.43,53.63,48.75,46.38,2.8991489361702127,validation
2797,spaq,02798.jpg,36.0,29.85,49.5,41.92,41.69,44.5,2.4468085106382977,training
9761,spaq,09762.jpg,54.8,67.8,70.64,68.6,57.36,51.27,3.2468085106382976,validation
2679,spaq,02680.jpg,73.62,75.0,73.69,73.31,70.69,69.71,4.047659574468085,training
2470,spaq,02471.jpg,30.6,34.0,27.5,32.1,22.44,26.1,2.217021276595745,training
4725,spaq,04726.jpg,76.86,66.14,78.86,73.0,71.71,83.83,4.185531914893617,training
2232,spaq,02233.jpg,55.75,53.5,57.75,54.0,55.0,53.0,3.2872340425531914,test
1942,spaq,01943.jpg,54.22,44.78,75.22,60.33,62.89,60.33,3.222127659574468,training
927,spaq,00928.jpg,35.64,43.31,53.08,47.85,39.15,27.17,2.431489361702128,training
10132,spaq,10133.jpg,30.13,65.25,69.13,61.25,39.0,17.29,2.1970212765957444,training
7867,spaq,07868.jpg,41.57,49.0,46.71,42.43,31.43,36.14,2.6838297872340426,training
4811,spaq,04812.jpg,69.44,69.82,73.0,73.2,70.6,74.91,3.869787234042553,training
5204,spaq,05205.jpg,39.8,33.4,52.0,47.4,53.6,51.2,2.608510638297872,test
1825,spaq,01826.jpg,44.56,58.78,62.56,52.11,48.11,38.67,2.811063829787234,test
9499,spaq,09500.jpg,57.1,56.0,54.8,58.7,55.78,53.9,3.3446808510638295,training
2811,spaq,02812.jpg,7.11,11.61,20.72,14.78,14.56,5.56,1.2174468085106382,training
6154,spaq,06155.jpg,65.17,79.67,76.5,80.5,63.17,54.83,3.6880851063829785,training
2058,spaq,02059.jpg,16.0,22.75,35.5,24.75,20.29,14.25,1.5957446808510638,training
5410,spaq,05411.jpg,87.57,86.0,83.17,89.33,78.71,83.14,4.641276595744681,training
6554,spaq,06555.jpg,84.56,83.78,84.67,81.78,85.0,85.44,4.513191489361702,training
3570,spaq,03571.jpg,74.08,67.86,75.0,76.46,78.31,79.71,4.067234042553191,training
8016,spaq,08017.jpg,34.4,37.6,41.2,47.8,37.4,32.0,2.378723404255319,training
795,spaq,00796.jpg,25.43,26.29,36.29,29.86,33.14,14.57,1.9970212765957447,training
8060,spaq,08061.jpg,46.5,48.0,55.13,56.75,43.29,55.25,2.8936170212765955,training
8984,spaq,08985.jpg,63.5,51.88,56.25,62.25,65.38,69.0,3.6170212765957444,training
3466,spaq,03467.jpg,60.92,68.42,70.92,66.92,48.5,58.36,3.507234042553191,training
3179,spaq,03180.jpg,75.17,75.83,81.5,80.33,79.33,76.5,4.113617021276596,training
1868,spaq,01869.jpg,67.6,62.4,77.33,70.2,68.8,59.2,3.7914893617021272,test
4311,spaq,04312.jpg,70.33,70.33,68.45,65.77,68.64,67.91,3.907659574468085,training
3553,spaq,03554.jpg,54.27,47.36,65.45,58.0,60.18,57.45,3.224255319148936,training
1706,spaq,01707.jpg,66.0,64.5,69.63,75.25,67.71,72.13,3.723404255319149,test
3763,spaq,03764.jpg,77.64,77.55,77.08,74.91,76.73,75.08,4.218723404255319,training
10093,spaq,10094.jpg,41.75,66.63,62.63,61.0,36.0,30.86,2.6914893617021276,training
3318,spaq,03319.jpg,22.71,44.14,36.43,32.57,35.57,18.43,1.8812765957446809,training
544,spaq,00545.jpg,26.36,52.82,55.73,51.45,31.09,11.18,2.036595744680851,training
7539,spaq,07540.jpg,41.33,62.5,60.17,56.17,56.17,34.83,2.6736170212765957,training
3485,spaq,03486.jpg,12.92,44.33,43.45,31.64,37.17,7.55,1.4646808510638296,training
5414,spaq,05415.jpg,40.0,42.0,62.0,54.67,50.0,35.17,2.617021276595745,training
5877,spaq,05878.jpg,57.2,50.0,57.0,60.8,69.2,65.8,3.348936170212766,training
3111,spaq,03112.jpg,49.0,52.14,47.86,57.14,63.71,53.57,3.0,training
5200,spaq,05201.jpg,87.5,83.83,90.67,90.83,87.0,88.33,4.638297872340425,training
425,spaq,00426.jpg,41.83,64.67,65.33,62.67,56.0,33.67,2.6948936170212763,training
3098,spaq,03099.jpg,19.29,55.29,64.43,48.43,54.86,21.86,1.735744680851064,training
10909,spaq,10910.jpg,26.0,56.86,67.43,57.86,44.67,11.86,2.021276595744681,training
304,spaq,00305.jpg,68.7,63.1,66.22,74.78,68.8,77.56,3.8382978723404255,training
8262,spaq,08263.jpg,15.44,35.5,49.11,41.89,32.8,12.6,1.5719148936170213,training
4880,spaq,04881.jpg,66.36,64.36,69.18,65.55,64.82,63.64,3.738723404255319,training
10281,spaq,10282.jpg,78.13,72.38,84.13,78.88,81.25,82.25,4.239574468085106,training
845,spaq,00846.jpg,48.21,57.85,68.0,60.79,43.38,33.5,2.966382978723404,training
5430,spaq,05431.jpg,17.0,51.0,54.0,53.0,48.33,16.17,1.6382978723404253,training
3257,spaq,03258.jpg,53.44,55.94,63.19,58.75,64.31,59.94,3.1889361702127657,test
5151,spaq,05152.jpg,73.73,72.45,73.82,74.36,72.1,73.27,4.052340425531915,training
3577,spaq,03578.jpg,51.91,50.45,57.27,54.2,46.09,36.4,3.123829787234042,test
1517,spaq,01518.jpg,49.67,64.56,68.78,59.22,64.33,36.11,3.028510638297872,training
6489,spaq,06490.jpg,81.0,79.88,78.0,79.25,82.0,78.13,4.361702127659575,training
10295,spaq,10296.jpg,27.57,53.14,55.0,56.29,37.14,19.57,2.088085106382979,training
7180,spaq,07181.jpg,37.8,62.8,63.4,63.4,48.6,42.6,2.5234042553191487,training
10246,spaq,10247.jpg,60.38,40.38,49.75,57.75,66.88,60.63,3.4842553191489363,training
7141,spaq,07142.jpg,32.8,56.6,58.0,57.0,52.8,20.8,2.31063829787234,training
5293,spaq,05294.jpg,37.0,54.25,52.38,50.71,47.75,28.75,2.4893617021276597,training
8840,spaq,08841.jpg,68.88,58.88,67.63,69.13,76.75,68.5,3.84595744680851,training
4808,spaq,04809.jpg,31.5,40.2,50.3,40.9,38.5,40.2,2.25531914893617,training
9523,spaq,09524.jpg,52.5,45.17,48.83,49.17,53.17,50.5,3.1489361702127656,training
9118,spaq,09119.jpg,79.33,83.17,79.5,81.83,80.83,82.17,4.2906382978723405,training
308,spaq,00309.jpg,42.82,31.09,45.91,39.27,48.0,54.73,2.7370212765957445,test
1178,spaq,01179.jpg,62.38,61.38,71.57,70.86,58.63,60.25,3.5693617021276594,test
6596,spaq,06597.jpg,25.0,39.2,50.2,42.6,33.2,13.0,1.978723404255319,training
9993,spaq,09994.jpg,50.67,54.33,53.67,44.0,35.83,43.0,3.071063829787234,training
6494,spaq,06495.jpg,17.63,8.71,18.38,13.25,40.25,18.0,1.6651063829787234,training
7716,spaq,07717.jpg,61.6,56.6,62.0,63.4,66.0,66.0,3.536170212765957,training
2547,spaq,02548.jpg,33.36,53.6,55.27,49.55,37.5,11.9,2.334468085106383,training
4441,spaq,04442.jpg,37.25,26.14,47.13,48.88,43.5,31.5,2.5,training
11112,spaq,11113.jpg,42.17,50.67,49.0,49.0,29.0,38.83,2.7093617021276595,test
1012,spaq,01013.jpg,35.43,49.71,50.67,42.0,30.43,30.57,2.4225531914893614,training
6003,spaq,06004.jpg,61.25,64.0,59.0,60.25,44.75,53.5,3.5212765957446805,test
7621,spaq,07622.jpg,55.6,53.0,58.0,57.6,48.2,46.8,3.280851063829787,validation
3199,spaq,03200.jpg,69.5,70.83,74.17,71.0,67.33,58.17,3.8723404255319145,test
9197,spaq,09198.jpg,21.63,35.67,31.33,32.11,35.22,16.33,1.8353191489361702,test
2378,spaq,02379.jpg,83.91,80.0,83.4,81.55,79.75,84.18,4.485531914893617,training
4631,spaq,04632.jpg,52.0,65.67,68.5,65.5,53.5,47.0,3.127659574468085,training
4055,spaq,04056.jpg,26.46,44.42,49.77,37.0,32.62,19.62,2.040851063829787,training
7856,spaq,07857.jpg,66.17,57.17,58.33,65.33,69.17,71.0,3.7306382978723405,training
5201,spaq,05202.jpg,93.0,92.8,91.8,92.6,90.2,94.6,4.872340425531915,training
8246,spaq,08247.jpg,35.75,59.5,54.0,52.5,43.5,20.0,2.4361702127659575,training
1585,spaq,01586.jpg,61.0,70.53,75.31,69.8,59.47,65.0,3.5106382978723403,test
125,spaq,00126.jpg,82.14,78.5,82.86,78.14,75.86,77.88,4.410212765957447,training
10860,spaq,10861.jpg,54.5,70.33,70.0,69.83,57.17,47.17,3.234042553191489,test
9171,spaq,09172.jpg,45.45,58.36,59.64,57.27,43.82,34.73,2.8489361702127662,test
3722,spaq,03723.jpg,73.09,67.42,70.67,68.73,62.36,73.73,4.0251063829787235,validation
8043,spaq,08044.jpg,39.2,52.6,49.0,53.8,43.4,25.8,2.5829787234042554,test
2604,spaq,02605.jpg,69.6,65.5,67.36,56.64,59.09,65.5,3.8765957446808508,test
10910,spaq,10911.jpg,22.86,63.29,67.43,61.71,45.67,14.0,1.887659574468085,training
10525,spaq,10526.jpg,62.83,81.8,77.67,71.17,62.17,66.83,3.588510638297872,validation
8138,spaq,08139.jpg,81.67,81.67,85.67,81.33,84.33,75.5,4.390212765957447,training
24,spaq,00025.jpg,56.0,51.5,61.0,58.0,43.25,42.75,3.2978723404255317,training
5189,spaq,05190.jpg,73.2,80.8,72.4,74.8,75.4,70.8,4.029787234042553,training
7177,spaq,07178.jpg,76.6,73.0,74.4,73.0,74.0,75.4,4.1744680851063825,test
8017,spaq,08018.jpg,41.0,54.2,47.4,46.4,41.4,24.8,2.6595744680851063,training
4514,spaq,04515.jpg,43.86,71.83,70.33,63.86,46.29,34.86,2.781276595744681,validation
6936,spaq,06937.jpg,23.6,40.55,50.64,44.55,34.3,15.8,1.9191489361702128,training
4615,spaq,04616.jpg,65.58,62.92,69.5,60.17,54.55,63.33,3.7055319148936166,test
9861,spaq,09862.jpg,19.44,34.44,30.88,35.67,32.22,10.67,1.7421276595744681,training
1234,spaq,01235.jpg,85.71,88.14,88.86,88.29,88.29,86.71,4.562127659574468,training
6283,spaq,06284.jpg,70.0,77.0,76.33,69.33,54.0,50.67,3.8936170212765955,validation
7802,spaq,07803.jpg,27.29,37.29,49.57,38.0,28.29,19.43,2.0761702127659576,training
4550,spaq,04551.jpg,49.08,59.08,71.18,55.42,50.18,38.08,3.0034042553191487,validation
1965,spaq,01966.jpg,27.45,51.3,59.6,55.0,45.64,25.9,2.0829787234042554,test
5614,spaq,05615.jpg,42.78,53.56,51.89,51.5,47.33,36.3,2.73531914893617,validation
1468,spaq,01469.jpg,74.75,71.75,71.44,75.63,71.89,66.11,4.095744680851064,training
2573,spaq,02574.jpg,54.0,63.0,65.0,68.1,61.89,42.18,3.212765957446808,test
1160,spaq,01161.jpg,31.38,53.5,59.29,60.29,30.0,17.5,2.2502127659574467,training
7003,spaq,07004.jpg,55.38,64.38,66.38,59.86,67.88,49.75,3.2714893617021277,training
9464,spaq,09465.jpg,44.2,61.89,62.9,51.9,43.1,36.5,2.795744680851064,training
7646,spaq,07647.jpg,77.33,80.17,77.83,81.83,79.5,71.83,4.2055319148936166,training
7783,spaq,07784.jpg,37.25,58.25,60.75,58.0,49.75,29.75,2.5,training
7364,spaq,07365.jpg,25.6,40.0,50.8,41.8,31.4,27.2,2.0042553191489363,test
9927,spaq,09928.jpg,28.4,63.6,67.2,58.2,45.4,21.2,2.123404255319149,training
5867,spaq,05868.jpg,57.38,56.88,56.75,62.25,61.29,63.29,3.356595744680851,training
4201,spaq,04202.jpg,42.67,28.36,46.5,31.45,50.58,39.33,2.7306382978723405,training
4773,spaq,04774.jpg,35.0,51.6,60.8,51.5,38.4,25.0,2.404255319148936,validation
3754,spaq,03755.jpg,80.92,77.92,79.92,77.75,77.58,76.25,4.358297872340426,training
3631,spaq,03632.jpg,19.91,38.27,40.82,36.64,30.27,7.6,1.762127659574468,training
1680,spaq,01681.jpg,77.89,71.44,77.25,78.56,73.88,76.11,4.22936170212766,training
443,spaq,00444.jpg,76.13,79.75,78.71,74.38,66.5,75.13,4.154468085106383,training
93,spaq,00094.jpg,34.0,49.86,57.17,48.33,63.33,20.14,2.361702127659574,training
4410,spaq,04411.jpg,49.64,54.0,60.09,57.27,42.91,36.73,3.027234042553191,test
10364,spaq,10365.jpg,29.0,53.33,58.5,60.0,59.67,21.67,2.148936170212766,training
7445,spaq,07446.jpg,62.8,69.6,69.2,69.0,60.7,63.56,3.5872340425531912,training
7080,spaq,07081.jpg,48.4,45.4,59.2,48.8,32.2,40.0,2.9744680851063827,training
7978,spaq,07979.jpg,50.14,48.14,52.43,55.86,60.57,62.29,3.048510638297872,training
7434,spaq,07435.jpg,33.56,55.78,55.67,54.56,32.22,23.11,2.342978723404255,training
74,spaq,00075.jpg,39.88,67.14,64.0,48.57,50.5,33.5,2.6119148936170213,training
3900,spaq,03901.jpg,53.38,66.77,62.83,63.54,55.25,45.23,3.186382978723404,test
8431,spaq,08432.jpg,71.33,82.33,76.67,73.67,64.33,77.33,3.9502127659574464,test
5287,spaq,05288.jpg,67.29,63.43,71.0,65.14,62.71,59.86,3.7782978723404255,test
2464,spaq,02465.jpg,12.73,50.82,40.45,34.91,34.64,5.09,1.456595744680851,training
6514,spaq,06515.jpg,48.9,40.9,58.3,47.0,55.3,52.8,2.9957446808510637,training
7594,spaq,07595.jpg,18.83,36.67,32.17,29.67,19.67,11.17,1.7161702127659573,training
2801,spaq,02802.jpg,44.71,66.37,70.2,62.75,64.05,42.1,2.8174468085106383,training
9307,spaq,09308.jpg,44.67,49.5,54.0,54.67,51.17,42.0,2.815744680851064,training
9965,spaq,09966.jpg,33.83,26.33,45.17,18.67,45.5,44.33,2.354468085106383,training
9426,spaq,09427.jpg,84.29,79.43,79.29,79.71,82.43,81.43,4.501702127659574,training
2623,spaq,02624.jpg,63.1,68.5,64.3,64.5,67.4,54.6,3.6,training
2557,spaq,02558.jpg,69.44,60.78,62.89,64.67,79.88,79.25,3.869787234042553,test
5540,spaq,05541.jpg,17.67,35.17,39.33,25.83,17.83,12.17,1.666808510638298,training
9805,spaq,09806.jpg,80.6,77.0,83.1,77.7,77.6,78.3,4.3446808510638295,training
2963,spaq,02964.jpg,26.5,29.33,50.22,42.0,38.67,19.2,2.0425531914893615,training
7060,spaq,07061.jpg,46.88,65.38,66.25,68.43,51.63,37.63,2.9097872340425535,training
8538,spaq,08539.jpg,59.86,60.86,57.86,63.43,51.86,52.71,3.4621276595744677,test
1621,spaq,01622.jpg,32.0,18.0,34.25,25.8,31.0,31.8,2.276595744680851,training
7603,spaq,07604.jpg,84.4,79.4,75.6,77.0,73.6,79.8,4.506382978723405,training
2235,spaq,02236.jpg,48.25,66.75,60.25,55.5,51.0,39.25,2.9680851063829787,test
3443,spaq,03444.jpg,62.08,61.25,63.36,57.91,59.92,69.18,3.556595744680851,validation
3604,spaq,03605.jpg,69.75,75.64,75.55,67.73,70.17,69.67,3.882978723404255,test
7354,spaq,07355.jpg,8.83,20.5,21.67,16.33,15.17,11.5,1.2906382978723405,training
5895,spaq,05896.jpg,27.1,57.3,60.4,49.8,17.9,10.64,2.068085106382979,training
3737,spaq,03738.jpg,61.69,53.14,61.07,54.92,62.69,62.08,3.5399999999999996,training
8632,spaq,08633.jpg,42.71,43.86,59.86,43.57,37.43,46.43,2.732340425531915,training
4162,spaq,04163.jpg,59.83,51.0,66.17,51.67,79.33,72.17,3.460851063829787,validation
9288,spaq,09289.jpg,22.33,27.33,35.0,32.33,37.0,16.5,1.8651063829787233,training
1773,spaq,01774.jpg,62.21,57.64,66.0,72.0,69.86,73.69,3.5621276595744678,test
9676,spaq,09677.jpg,40.5,62.75,61.75,64.25,34.5,24.75,2.6382978723404253,training
5663,spaq,05664.jpg,66.78,51.67,72.11,73.67,70.0,70.89,3.756595744680851,training
7207,spaq,07208.jpg,38.4,59.8,65.2,70.2,43.8,25.0,2.548936170212766,training
2602,spaq,02603.jpg,10.0,4.3,20.4,15.7,40.6,8.89,1.3404255319148937,training
7711,spaq,07712.jpg,37.6,54.0,55.0,56.0,49.4,26.2,2.5148936170212766,test
2092,spaq,02093.jpg,23.71,20.38,36.25,27.63,19.0,11.5,1.9238297872340424,training
2223,spaq,02224.jpg,75.71,79.14,78.57,75.57,67.71,72.33,4.136595744680851,training
2395,spaq,02396.jpg,23.22,25.78,22.5,20.11,29.44,18.56,1.9029787234042552,training
3777,spaq,03778.jpg,46.07,59.46,59.85,58.08,45.62,37.36,2.8753191489361702,training
7853,spaq,07854.jpg,19.67,35.5,35.67,39.5,26.67,18.17,1.7519148936170215,training
7483,spaq,07484.jpg,45.11,56.89,60.56,58.56,46.22,41.0,2.834468085106383,training
1331,spaq,01332.jpg,46.73,50.91,62.73,60.2,36.0,53.09,2.9034042553191486,training
469,spaq,00470.jpg,77.83,73.5,80.0,80.83,76.0,81.67,4.226808510638298,training
8061,spaq,08062.jpg,33.11,63.5,60.89,61.56,39.11,20.11,2.3238297872340423,training
1300,spaq,01301.jpg,77.75,72.17,82.0,78.36,71.42,81.92,4.223404255319149,training
2074,spaq,02075.jpg,37.63,49.63,51.0,47.38,37.25,26.25,2.5161702127659575,test
7231,spaq,07232.jpg,28.0,18.0,38.5,27.5,35.0,23.0,2.106382978723404,training
1936,spaq,01937.jpg,19.0,40.78,46.78,37.56,23.33,17.56,1.7234042553191489,training
4838,spaq,04839.jpg,34.54,23.69,33.77,40.69,48.85,45.38,2.3846808510638295,test
5166,spaq,05167.jpg,52.8,64.3,62.7,61.1,57.67,40.1,3.161702127659574,training
8347,spaq,08348.jpg,59.33,60.5,64.67,63.5,64.5,50.33,3.439574468085106,training
8574,spaq,08575.jpg,31.25,34.0,45.25,35.5,48.0,14.75,2.24468085106383,training
5445,spaq,05446.jpg,79.33,75.17,74.0,80.33,73.0,78.17,4.2906382978723405,training
2082,spaq,02083.jpg,41.29,50.71,58.17,52.43,45.71,34.71,2.6719148936170214,training
8257,spaq,08258.jpg,57.33,47.0,69.33,63.0,63.33,61.33,3.3544680851063826,training
9346,spaq,09347.jpg,42.14,51.0,45.43,40.86,34.86,32.43,2.7080851063829785,training
10049,spaq,10050.jpg,26.0,51.23,49.31,44.62,50.08,10.67,2.021276595744681,training
2714,spaq,02715.jpg,71.36,76.85,70.92,74.77,73.92,72.71,3.9514893617021274,test
1543,spaq,01544.jpg,63.62,52.31,63.64,68.0,59.93,67.23,3.622127659574468,validation
8730,spaq,08731.jpg,25.33,37.89,42.5,43.38,35.22,18.22,1.9927659574468084,training
6360,spaq,06361.jpg,26.5,55.0,46.0,53.83,23.5,15.5,2.0425531914893615,test
4790,spaq,04791.jpg,43.67,63.44,66.5,63.0,53.4,25.44,2.773191489361702,training
4757,spaq,04758.jpg,73.71,64.71,67.71,72.43,72.29,81.29,4.051489361702127,training
11074,spaq,11075.jpg,60.33,56.33,69.67,63.0,69.17,56.83,3.4821276595744677,validation
10981,spaq,10982.jpg,17.29,13.86,27.5,21.71,40.29,26.86,1.6506382978723404,training
8178,spaq,08179.jpg,88.2,86.6,89.6,88.0,88.6,87.8,4.6680851063829785,training
8854,spaq,08855.jpg,61.25,72.38,70.38,70.75,67.5,51.13,3.5212765957446805,training
9675,spaq,09676.jpg,82.25,79.5,79.5,86.75,84.0,84.0,4.414893617021277,training
1461,spaq,01462.jpg,55.45,58.7,47.18,57.7,66.0,58.09,3.274468085106383,training
10712,spaq,10713.jpg,82.14,80.0,76.71,84.17,82.14,85.17,4.410212765957447,training
5520,spaq,05521.jpg,40.0,55.63,48.88,46.88,47.0,27.5,2.617021276595745,training
10058,spaq,10059.jpg,27.5,55.15,48.08,42.69,44.92,14.92,2.0851063829787235,training
2030,spaq,02031.jpg,41.0,46.14,46.43,43.86,45.0,38.43,2.6595744680851063,training
8452,spaq,08453.jpg,40.67,52.67,58.0,76.0,48.0,32.0,2.645531914893617,training
10437,spaq,10438.jpg,43.17,58.67,53.67,56.5,27.5,28.5,2.7519148936170215,training
3599,spaq,03600.jpg,69.45,70.6,74.36,71.18,77.4,73.18,3.870212765957447,training
2921,spaq,02922.jpg,39.79,48.63,52.0,55.58,37.68,25.83,2.6080851063829784,training
0,spaq,00001.jpg,48.86,47.43,55.57,55.71,37.86,42.57,2.9940425531914894,test
8766,spaq,08767.jpg,48.0,53.5,64.0,52.25,65.5,54.0,2.957446808510638,test
3367,spaq,03368.jpg,38.0,54.0,70.7,48.3,57.44,17.9,2.5319148936170213,training
5179,spaq,05180.jpg,45.3,55.0,70.44,58.1,40.89,42.5,2.8425531914893614,training
6857,spaq,06858.jpg,86.0,86.0,91.0,83.0,85.0,86.5,4.574468085106383,training
9141,spaq,09142.jpg,24.0,20.0,21.17,25.67,40.33,46.17,1.9361702127659575,training
3963,spaq,03964.jpg,38.73,51.36,60.55,53.18,42.73,26.7,2.562978723404255,training
10816,spaq,10817.jpg,27.71,51.71,50.14,47.71,30.71,17.0,2.0940425531914895,training
9807,spaq,09808.jpg,34.78,59.7,63.0,54.6,42.7,20.6,2.3948936170212765,training
2835,spaq,02836.jpg,45.06,47.81,63.73,54.35,37.31,51.87,2.832340425531915,test
5756,spaq,05757.jpg,48.1,51.33,57.78,53.67,55.11,42.3,2.9617021276595743,training
10771,spaq,10772.jpg,46.29,45.86,59.86,56.86,47.43,35.43,2.8846808510638295,training
8348,spaq,08349.jpg,23.8,34.4,40.6,43.6,35.4,15.2,1.927659574468085,training
5500,spaq,05501.jpg,78.5,73.63,74.0,76.63,72.5,78.25,4.25531914893617,training
6962,spaq,06963.jpg,18.3,30.2,35.8,32.82,20.78,15.4,1.6936170212765957,training
5334,spaq,05335.jpg,64.44,67.13,67.56,63.0,55.11,60.44,3.6570212765957444,validation
4882,spaq,04883.jpg,33.62,61.69,57.85,50.0,42.46,29.69,2.3455319148936167,training
5018,spaq,05019.jpg,63.44,64.89,63.22,64.22,58.0,65.67,3.614468085106383,training
7265,spaq,07266.jpg,82.5,75.0,75.5,75.5,74.5,74.0,4.425531914893617,training
3832,spaq,03833.jpg,67.17,60.5,61.33,67.33,56.5,67.0,3.773191489361702,training
3756,spaq,03757.jpg,57.46,65.33,50.31,59.0,64.83,64.54,3.36,test
298,spaq,00299.jpg,46.45,54.9,53.9,56.18,49.45,46.0,2.891489361702128,training
6824,spaq,06825.jpg,49.0,63.0,66.0,67.5,34.0,41.0,3.0,training
3322,spaq,03323.jpg,88.29,88.29,83.57,84.57,87.83,85.29,4.671914893617021,training
10615,spaq,10616.jpg,41.71,39.71,50.57,37.29,45.57,51.0,2.6897872340425533,training
10653,spaq,10654.jpg,37.14,68.5,55.0,66.33,43.57,12.83,2.4953191489361704,training
9691,spaq,09692.jpg,43.0,67.75,70.0,66.5,33.0,31.0,2.74468085106383,training
10935,spaq,10936.jpg,80.57,68.14,82.0,78.43,82.83,85.43,4.3434042553191485,training
790,spaq,00791.jpg,77.83,75.5,81.33,79.83,69.83,73.33,4.226808510638298,training
5971,spaq,05972.jpg,82.0,84.33,82.33,83.0,70.0,77.0,4.404255319148936,training
5237,spaq,05238.jpg,40.8,31.6,33.2,52.8,22.8,37.0,2.6510638297872338,test
1887,spaq,01888.jpg,56.33,63.67,60.22,53.13,47.89,53.0,3.311914893617021,test
9759,spaq,09760.jpg,81.0,73.09,84.0,80.0,85.4,82.64,4.361702127659575,training
7915,spaq,07916.jpg,80.43,76.86,80.29,79.43,81.29,84.17,4.337446808510639,training
8901,spaq,08902.jpg,83.71,83.14,79.57,83.71,77.86,89.33,4.477021276595744,training
10873,spaq,10874.jpg,67.5,70.5,71.83,66.33,63.0,69.17,3.7872340425531914,test
7624,spaq,07625.jpg,66.67,64.0,57.83,65.83,64.5,69.33,3.751914893617021,validation
754,spaq,00755.jpg,22.88,38.5,52.88,37.24,34.69,20.12,1.8885106382978722,training
9688,spaq,09689.jpg,66.0,64.5,83.0,68.0,65.25,57.0,3.723404255319149,training
3288,spaq,03289.jpg,67.06,58.25,75.79,64.87,59.88,69.63,3.7685106382978724,training
9891,spaq,09892.jpg,71.0,69.0,74.0,72.5,66.5,73.0,3.9361702127659575,test
4793,spaq,04794.jpg,29.56,46.8,51.6,47.4,26.0,16.67,2.1727659574468086,test
6234,spaq,06235.jpg,37.0,58.33,49.33,58.67,28.33,25.67,2.4893617021276597,test
602,spaq,00603.jpg,64.17,67.53,64.53,63.56,63.29,60.61,3.645531914893617,test
5558,spaq,05559.jpg,22.4,19.8,22.4,32.0,24.2,21.4,1.8680851063829786,training
11030,spaq,11031.jpg,33.0,61.43,70.17,53.0,51.86,29.29,2.3191489361702127,validation
4589,spaq,04590.jpg,30.83,44.85,51.67,38.0,31.25,17.83,2.2268085106382975,test
3267,spaq,03268.jpg,25.0,55.38,46.31,40.94,32.82,15.76,1.978723404255319,training
7072,spaq,07073.jpg,82.5,79.0,76.0,77.5,79.5,82.75,4.425531914893617,training
9151,spaq,09152.jpg,63.6,62.0,73.0,66.2,57.4,70.8,3.6212765957446806,validation
11098,spaq,11099.jpg,29.67,48.17,54.5,40.0,32.5,16.67,2.177446808510638,training
6529,spaq,06530.jpg,65.0,69.0,70.71,63.43,64.86,64.57,3.680851063829787,training
10839,spaq,10840.jpg,33.5,40.17,46.5,37.17,32.0,21.5,2.3404255319148937,training
10902,spaq,10903.jpg,79.0,74.71,83.86,76.57,82.67,87.67,4.276595744680851,training
